RECN,ID,TIME,CMT,EVID,AMT,DV,LNDV,FLAG,DGRP,ROUTE,BW,ADA,SPEC,CMPD
2001,362,240,2,0,0,0,0,1,0.9,1,0.3,1,3,1
2002,362,336,2,0,0,0,0,1,0.9,1,0.3,1,3,1
2003,363,0,1,1,0.06,0,0,0,0.06,1,0.02,0,4,1
2004,363,0.083,2,0,0,96.833,4.573,0,0.06,1,0.02,0,4,1
2005,363,0.5,2,0,0,54.198,3.9926,0,0.06,1,0.02,0,4,1
2006,363,1,2,0,0,60.416,4.1012,0,0.06,1,0.02,0,4,1
2007,363,2,2,0,0,67.726,4.2155,0,0.06,1,0.02,0,4,1
2008,363,4,2,0,0,63.786,4.1555,0,0.06,1,0.02,0,4,1
2009,363,24,2,0,0,30.183,3.4073,0,0.06,1,0.02,0,4,1
2010,363,48,2,0,0,16.524,2.8048,0,0.06,1,0.02,0,4,1
2011,363,144,2,0,0,5.1872,1.6462,0,0.06,1,0.02,0,4,1
2012,363,240,2,0,0,3.3138,1.1981,0,0.06,1,0.02,0,4,1
2013,363,336,2,0,0,1.4789,0.39132,0,0.06,1,0.02,0,4,1
2014,364,0,1,1,30,0,0,0,30,1,3,0,2,1
2015,364,0.083,2,0,0,245.21,5.5021,0,30,1,3,0,2,1
2016,364,0.5,2,0,0,309.36,5.7345,0,30,1,3,0,2,1
2017,364,1,2,0,0,361.46,5.8901,0,30,1,3,0,2,1
2018,364,2,2,0,0,217.25,5.3811,0,30,1,3,0,2,1
2019,364,4,2,0,0,343.04,5.8378,0,30,1,3,0,2,1
2020,364,24,2,0,0,208.25,5.3387,0,30,1,3,0,2,1
2021,364,48,2,0,0,98.807,4.5932,0,30,1,3,0,2,1
2022,364,144,2,0,0,26.356,3.2717,0,30,1,3,0,2,1
2023,364,240,2,0,0,0.32252,-1.1316,0,30,1,3,0,2,1
2024,364,336,2,0,0,0,0,1,30,1,3,0,2,1
2025,365,0,1,1,3,0,0,0,3,1,0.3,1,3,1
2026,365,0.083,2,0,0,191.83,5.2566,0,3,1,0.3,1,3,1
2027,365,0.5,2,0,0,378.58,5.9364,0,3,1,0.3,1,3,1
2028,365,1,2,0,0,447.44,6.1035,0,3,1,0.3,1,3,1
2029,365,2,2,0,0,376.17,5.9301,0,3,1,0.3,1,3,1
2030,365,4,2,0,0,309.29,5.7343,0,3,1,0.3,1,3,1
2031,365,24,2,0,0,107.52,4.6776,0,3,1,0.3,1,3,1
2032,365,48,2,0,0,93.927,4.5425,0,3,1,0.3,1,3,1
2033,365,144,2,0,0,0.40846,-0.89535,0,3,1,0.3,1,3,1
2034,365,240,2,0,0,0,0,1,3,1,0.3,1,3,1
2035,365,336,2,0,0,0,0,1,3,1,0.3,1,3,1
2036,366,0,1,1,0.2,0,0,0,0.2,1,0.02,0,4,1
2037,366,0.083,2,0,0,365.86,5.9023,0,0.2,1,0.02,0,4,1
2038,366,0.5,2,0,0,224.41,5.4135,0,0.2,1,0.02,0,4,1
2039,366,1,2,0,0,298.02,5.6972,0,0.2,1,0.02,0,4,1
2040,366,2,2,0,0,151.49,5.0205,0,0.2,1,0.02,0,4,1
2041,366,4,2,0,0,174.99,5.1648,0,0.2,1,0.02,0,4,1
2042,366,24,2,0,0,54.085,3.9906,0,0.2,1,0.02,0,4,1
2043,366,48,2,0,0,30.716,3.4248,0,0.2,1,0.02,0,4,1
2044,366,144,2,0,0,12.808,2.5501,0,0.2,1,0.02,0,4,1
2045,366,240,2,0,0,4.0551,1.4,0,0.2,1,0.02,0,4,1
2046,366,336,2,0,0,0.75568,-0.28014,0,0.2,1,0.02,0,4,1
2047,367,0,1,1,90,0,0,0,90,1,3,0,2,1
2048,367,0.083,2,0,0,458.97,6.129,0,90,1,3,0,2,1
2049,367,0.5,2,0,0,926.52,6.8314,0,90,1,3,0,2,1
2050,367,1,2,0,0,744.03,6.6121,0,90,1,3,0,2,1
2051,367,2,2,0,0,839.51,6.7328,0,90,1,3,0,2,1
2052,367,4,2,0,0,647.13,6.4725,0,90,1,3,0,2,1
2053,367,24,2,0,0,382.67,5.9472,0,90,1,3,0,2,1
2054,367,48,2,0,0,328.94,5.7959,0,90,1,3,0,2,1
2055,367,144,2,0,0,108.2,4.684,0,90,1,3,0,2,1
2056,367,240,2,0,0,67.519,4.2124,0,90,1,3,0,2,1
2057,367,336,2,0,0,13.87,2.6297,0,90,1,3,0,2,1
2058,368,0,1,1,9,0,0,0,9,1,0.3,1,3,1
2059,368,0.083,2,0,0,638.72,6.4595,0,9,1,0.3,1,3,1
2060,368,0.5,2,0,0,512.11,6.2385,0,9,1,0.3,1,3,1
2061,368,1,2,0,0,255.43,5.5429,0,9,1,0.3,1,3,1
2062,368,2,2,0,0,419,6.0379,0,9,1,0.3,1,3,1
2063,368,4,2,0,0,470.17,6.1531,0,9,1,0.3,1,3,1
2064,368,24,2,0,0,210.13,5.3477,0,9,1,0.3,1,3,1
2065,368,48,2,0,0,225.1,5.4166,0,9,1,0.3,1,3,1
2066,368,144,2,0,0,0.5187,-0.65643,0,9,1,0.3,1,3,1
2067,368,240,2,0,0,0,0,1,9,1,0.3,1,3,1
2068,368,336,2,0,0,0,0,1,9,1,0.3,1,3,1
2069,369,0,1,1,0.6,0,0,0,0.6,1,0.02,0,4,1
2070,369,0.083,2,0,0,173.71,5.1574,0,0.6,1,0.02,0,4,1
2071,369,0.5,2,0,0,622.47,6.4337,0,0.6,1,0.02,0,4,1
2072,369,1,2,0,0,579.5,6.3622,0,0.6,1,0.02,0,4,1
2073,369,2,2,0,0,841.35,6.735,0,0.6,1,0.02,0,4,1
2074,369,4,2,0,0,476.78,6.1671,0,0.6,1,0.02,0,4,1
2075,369,24,2,0,0,376.57,5.9311,0,0.6,1,0.02,0,4,1
2076,369,48,2,0,0,254.03,5.5375,0,0.6,1,0.02,0,4,1
2077,369,144,2,0,0,72.449,4.2829,0,0.6,1,0.02,0,4,1
2078,369,240,2,0,0,31.901,3.4626,0,0.6,1,0.02,0,4,1
2079,369,336,2,0,0,4.7053,1.5487,0,0.6,1,0.02,0,4,1
2080,370,0,2,1,9,0,0,0,9,2,3,0,2,1
2081,370,0.083,2,0,0,0.30949,-1.1728,0,9,2,3,0,2,1
2082,370,0.5,2,0,0,1.8219,0.5999,0,9,2,3,0,2,1
2083,370,1,2,0,0,2.0611,0.72324,0,9,2,3,0,2,1
2084,370,2,2,0,0,6.2231,1.8283,0,9,2,3,0,2,1
2085,370,4,2,0,0,9.1148,2.2099,0,9,2,3,0,2,1
2086,370,24,2,0,0,26.136,3.2633,0,9,2,3,0,2,1
2087,370,48,2,0,0,7.7051,2.0419,0,9,2,3,0,2,1
2088,370,144,2,0,0,0,0,1,9,2,3,0,2,1
2089,370,240,2,0,0,0,0,1,9,2,3,0,2,1
2090,370,336,2,0,0,0,0,1,9,2,3,0,2,1
2091,371,0,2,1,0.9,0,0,0,0.9,2,0.3,0,3,1
2092,371,0.083,2,0,0,0.87731,-0.13089,0,0.9,2,0.3,0,3,1
2093,371,0.5,2,0,0,2.3135,0.83876,0,0.9,2,0.3,0,3,1
2094,371,1,2,0,0,6.6782,1.8989,0,0.9,2,0.3,0,3,1
2095,371,2,2,0,0,15.752,2.757,0,0.9,2,0.3,0,3,1
2096,371,4,2,0,0,12.939,2.5603,0,0.9,2,0.3,0,3,1
2097,371,24,2,0,0,35.628,3.5731,0,0.9,2,0.3,0,3,1
2098,371,48,2,0,0,26.686,3.2841,0,0.9,2,0.3,0,3,1
2099,371,144,2,0,0,6.97,1.9416,0,0.9,2,0.3,0,3,1
2100,371,240,2,0,0,8.3239,2.1191,0,0.9,2,0.3,0,3,1
2101,371,336,2,0,0,2.8176,1.0359,0,0.9,2,0.3,0,3,1
2102,372,0,2,1,0.06,0,0,0,0.06,2,0.02,1,4,1
2103,372,0.083,2,0,0,0.41638,-0.87616,0,0.06,2,0.02,1,4,1
2104,372,0.5,2,0,0,1.5959,0.46745,0,0.06,2,0.02,1,4,1
2105,372,1,2,0,0,4.109,1.4132,0,0.06,2,0.02,1,4,1
2106,372,2,2,0,0,5.5936,1.7216,0,0.06,2,0.02,1,4,1
2107,372,4,2,0,0,9.9593,2.2985,0,0.06,2,0.02,1,4,1
2108,372,24,2,0,0,10.108,2.3133,0,0.06,2,0.02,1,4,1
2109,372,48,2,0,0,7.1703,1.97,0,0.06,2,0.02,1,4,1
2110,372,144,2,0,0,0,0,1,0.06,2,0.02,1,4,1
2111,372,240,2,0,0,0,0,1,0.06,2,0.02,1,4,1
2112,372,336,2,0,0,0,0,1,0.06,2,0.02,1,4,1
2113,373,0,2,1,30,0,0,0,30,2,3,0,2,1
2114,373,0.083,2,0,0,0.44105,-0.81859,0,30,2,3,0,2,1
2115,373,0.5,2,0,0,23.244,3.146,0,30,2,3,0,2,1
2116,373,1,2,0,0,26.77,3.2873,0,30,2,3,0,2,1
2117,373,2,2,0,0,70.908,4.2614,0,30,2,3,0,2,1
2118,373,4,2,0,0,127.21,4.8458,0,30,2,3,0,2,1
2119,373,24,2,0,0,153.21,5.0318,0,30,2,3,0,2,1
2120,373,48,2,0,0,43.717,3.7777,0,30,2,3,0,2,1
2121,373,144,2,0,0,14.425,2.669,0,30,2,3,0,2,1
2122,373,240,2,0,0,0.051091,-2.9742,0,30,2,3,0,2,1
2123,373,336,2,0,0,0,0,1,30,2,3,0,2,1
2124,374,0,2,1,3,0,0,0,3,2,0.3,1,3,1
2125,374,0.083,2,0,0,0.79911,-0.22426,0,3,2,0.3,1,3,1
2126,374,0.5,2,0,0,5.0355,1.6165,0,3,2,0.3,1,3,1
2127,374,1,2,0,0,12.324,2.5116,0,3,2,0.3,1,3,1
2128,374,2,2,0,0,19.231,2.9565,0,3,2,0.3,1,3,1
2129,374,4,2,0,0,35.446,3.568,0,3,2,0.3,1,3,1
2130,374,24,2,0,0,52.101,3.9532,0,3,2,0.3,1,3,1
2131,374,48,2,0,0,73.361,4.2954,0,3,2,0.3,1,3,1
2132,374,144,2,0,0,0.40415,-0.90598,0,3,2,0.3,1,3,1
2133,374,240,2,0,0,0,0,1,3,2,0.3,1,3,1
2134,374,336,2,0,0,0,0,1,3,2,0.3,1,3,1
2135,375,0,2,1,0.2,0,0,0,0.2,2,0.02,0,4,1
2136,375,0.083,2,0,0,2.4381,0.8912,0,0.2,2,0.02,0,4,1
2137,375,0.5,2,0,0,19.885,2.99,0,0.2,2,0.02,0,4,1
2138,375,1,2,0,0,42.263,3.7439,0,0.2,2,0.02,0,4,1
2139,375,2,2,0,0,76.854,4.3419,0,0.2,2,0.02,0,4,1
2140,375,4,2,0,0,74.555,4.3115,0,0.2,2,0.02,0,4,1
2141,375,24,2,0,0,129.62,4.8646,0,0.2,2,0.02,0,4,1
2142,375,48,2,0,0,26.505,3.2773,0,0.2,2,0.02,0,4,1
2143,375,144,2,0,0,37.865,3.634,0,0.2,2,0.02,0,4,1
2144,375,240,2,0,0,16.333,2.7932,0,0.2,2,0.02,0,4,1
2145,375,336,2,0,0,5.1544,1.6398,0,0.2,2,0.02,0,4,1
2146,376,0,2,1,90,0,0,0,90,2,3,0,2,1
2147,376,0.083,2,0,0,2.972,1.0892,0,90,2,3,0,2,1
2148,376,0.5,2,0,0,25.333,3.2321,0,90,2,3,0,2,1
2149,376,1,2,0,0,22.16,3.0983,0,90,2,3,0,2,1
2150,376,2,2,0,0,82.613,4.4142,0,90,2,3,0,2,1
2151,376,4,2,0,0,218.98,5.389,0,90,2,3,0,2,1
2152,376,24,2,0,0,248.8,5.5167,0,90,2,3,0,2,1
2153,376,48,2,0,0,345.27,5.8443,0,90,2,3,0,2,1
2154,376,144,2,0,0,73.854,4.3021,0,90,2,3,0,2,1
2155,376,240,2,0,0,27.67,3.3203,0,90,2,3,0,2,1
2156,376,336,2,0,0,0,0,1,90,2,3,0,2,1
2157,377,0,2,1,9,0,0,0,9,2,0.3,0,3,1
2158,377,0.083,2,0,0,5.9508,1.7835,0,9,2,0.3,0,3,1
2159,377,0.5,2,0,0,31.935,3.4637,0,9,2,0.3,0,3,1
2160,377,1,2,0,0,35.208,3.5613,0,9,2,0.3,0,3,1
2161,377,2,2,0,0,73.7,4.3,0,9,2,0.3,0,3,1
2162,377,4,2,0,0,246.54,5.5075,0,9,2,0.3,0,3,1
2163,377,24,2,0,0,179.31,5.1891,0,9,2,0.3,0,3,1
2164,377,48,2,0,0,232.71,5.4498,0,9,2,0.3,0,3,1
2165,377,144,2,0,0,110.65,4.7063,0,9,2,0.3,0,3,1
2166,377,240,2,0,0,40.738,3.7072,0,9,2,0.3,0,3,1
2167,377,336,2,0,0,32.132,3.4699,0,9,2,0.3,0,3,1
2168,378,0,2,1,0.6,0,0,0,0.6,2,0.02,1,4,1
2169,378,0.083,2,0,0,2.1224,0.75255,0,0.6,2,0.02,1,4,1
2170,378,0.5,2,0,0,7.9484,2.073,0,0.6,2,0.02,1,4,1
2171,378,1,2,0,0,31.49,3.4497,0,0.6,2,0.02,1,4,1
2172,378,2,2,0,0,36.744,3.604,0,0.6,2,0.02,1,4,1
2173,378,4,2,0,0,69.929,4.2475,0,0.6,2,0.02,1,4,1
2174,378,24,2,0,0,132.5,4.8866,0,0.6,2,0.02,1,4,1
2175,378,48,2,0,0,152.26,5.0256,0,0.6,2,0.02,1,4,1
2176,378,144,2,0,0,0.12157,-2.1073,0,0.6,2,0.02,1,4,1
2177,378,240,2,0,0,0,0,1,0.6,2,0.02,1,4,1
2178,378,336,2,0,0,0,0,1,0.6,2,0.02,1,4,1
2179,397,0,1,1,9,0,0,0,9,1,3,0,2,2
2180,397,0.083,2,0,0,77.502,4.3503,0,9,1,3,0,2,2
2181,397,0.5,2,0,0,33.403,3.5086,0,9,1,3,0,2,2
2182,397,1,2,0,0,11.768,2.4654,0,9,1,3,0,2,2
2183,397,2,2,0,0,11.101,2.407,0,9,1,3,0,2,2
2184,397,4,2,0,0,4.1617,1.4259,0,9,1,3,0,2,2
2185,397,24,2,0,0,1.0724,0.069864,0,9,1,3,0,2,2
2186,397,48,2,0,0,0.15144,-1.8875,0,9,1,3,0,2,2
2187,397,144,2,0,0,0,0,1,9,1,3,0,2,2
2188,397,240,2,0,0,0,0,1,9,1,3,0,2,2
2189,397,336,2,0,0,0,0,1,9,1,3,0,2,2
2190,398,0,1,1,0.9,0,0,0,0.9,1,0.3,0,3,2
2191,398,0.083,2,0,0,36.968,3.61,0,0.9,1,0.3,0,3,2
2192,398,0.5,2,0,0,24.137,3.1838,0,0.9,1,0.3,0,3,2
2193,398,1,2,0,0,14.49,2.6735,0,0.9,1,0.3,0,3,2
2194,398,2,2,0,0,10.831,2.3824,0,0.9,1,0.3,0,3,2
2195,398,4,2,0,0,6.7241,1.9057,0,0.9,1,0.3,0,3,2
2196,398,24,2,0,0,0.9295,-0.073109,0,0.9,1,0.3,0,3,2
2197,398,48,2,0,0,0.066978,-2.7034,0,0.9,1,0.3,0,3,2
2198,398,144,2,0,0,0,0,1,0.9,1,0.3,0,3,2
2199,398,240,2,0,0,0,0,1,0.9,1,0.3,0,3,2
2200,398,336,2,0,0,0,0,1,0.9,1,0.3,0,3,2
2201,399,0,1,1,0.06,0,0,0,0.06,1,0.02,0,4,2
2202,399,0.083,2,0,0,55.057,4.0084,0,0.06,1,0.02,0,4,2
2203,399,0.5,2,0,0,30.56,3.4197,0,0.06,1,0.02,0,4,2
2204,399,1,2,0,0,14.972,2.7062,0,0.06,1,0.02,0,4,2
2205,399,2,2,0,0,12.857,2.5539,0,0.06,1,0.02,0,4,2
2206,399,4,2,0,0,4.2054,1.4364,0,0.06,1,0.02,0,4,2
2207,399,24,2,0,0,0.24954,-1.3881,0,0.06,1,0.02,0,4,2
2208,399,48,2,0,0,0,0,1,0.06,1,0.02,0,4,2
2209,399,144,2,0,0,0,0,1,0.06,1,0.02,0,4,2
2210,399,240,2,0,0,0,0,1,0.06,1,0.02,0,4,2
2211,399,336,2,0,0,0,0,1,0.06,1,0.02,0,4,2
2212,400,0,1,1,30,0,0,0,30,1,3,0,2,2
2213,400,0.083,2,0,0,211.49,5.3542,0,30,1,3,0,2,2
2214,400,0.5,2,0,0,102.27,4.6276,0,30,1,3,0,2,2
2215,400,1,2,0,0,135.59,4.9097,0,30,1,3,0,2,2
2216,400,2,2,0,0,19.413,2.966,0,30,1,3,0,2,2
2217,400,4,2,0,0,27.416,3.3111,0,30,1,3,0,2,2
2218,400,24,2,0,0,5.9769,1.7879,0,30,1,3,0,2,2
2219,400,48,2,0,0,0.83215,-0.18374,0,30,1,3,0,2,2
2220,400,144,2,0,0,0,0,1,30,1,3,0,2,2
2221,400,240,2,0,0,0,0,1,30,1,3,0,2,2
2222,400,336,2,0,0,0,0,1,30,1,3,0,2,2
2223,401,0,1,1,3,0,0,0,3,1,0.3,0,3,2
2224,401,0.083,2,0,0,200.81,5.3023,0,3,1,0.3,0,3,2
2225,401,0.5,2,0,0,97.714,4.582,0,3,1,0.3,0,3,2
2226,401,1,2,0,0,38.116,3.6406,0,3,1,0.3,0,3,2
2227,401,2,2,0,0,22.549,3.1157,0,3,1,0.3,0,3,2
2228,401,4,2,0,0,15.262,2.7253,0,3,1,0.3,0,3,2
2229,401,24,2,0,0,1.8853,0.6341,0,3,1,0.3,0,3,2
2230,401,48,2,0,0,0.051972,-2.957,0,3,1,0.3,0,3,2
2231,401,144,2,0,0,0,0,1,3,1,0.3,0,3,2
2232,401,240,2,0,0,0,0,1,3,1,0.3,0,3,2
2233,401,336,2,0,0,0,0,1,3,1,0.3,0,3,2
2234,402,0,1,1,0.2,0,0,0,0.2,1,0.02,0,4,2
2235,402,0.083,2,0,0,153.04,5.0307,0,0.2,1,0.02,0,4,2
2236,402,0.5,2,0,0,38.948,3.6622,0,0.2,1,0.02,0,4,2
2237,402,1,2,0,0,17.709,2.8741,0,0.2,1,0.02,0,4,2
2238,402,2,2,0,0,14.093,2.6457,0,0.2,1,0.02,0,4,2
2239,402,4,2,0,0,5.721,1.7441,0,0.2,1,0.02,0,4,2
2240,402,24,2,0,0,0,0,1,0.2,1,0.02,0,4,2
2241,402,48,2,0,0,0,0,1,0.2,1,0.02,0,4,2
2242,402,144,2,0,0,0,0,1,0.2,1,0.02,0,4,2
2243,402,240,2,0,0,0,0,1,0.2,1,0.02,0,4,2
2244,402,336,2,0,0,0,0,1,0.2,1,0.02,0,4,2
2245,403,0,1,1,90,0,0,0,90,1,3,0,2,2
2246,403,0.083,2,0,0,805.36,6.6913,0,90,1,3,0,2,2
2247,403,0.5,2,0,0,577.81,6.3592,0,90,1,3,0,2,2
2248,403,1,2,0,0,315.73,5.7549,0,90,1,3,0,2,2
2249,403,2,2,0,0,238.76,5.4755,0,90,1,3,0,2,2
2250,403,4,2,0,0,115.26,4.7472,0,90,1,3,0,2,2
2251,403,24,2,0,0,43.201,3.7659,0,90,1,3,0,2,2
2252,403,48,2,0,0,4.7889,1.5663,0,90,1,3,0,2,2
2253,403,144,2,0,0,0.078958,-2.5388,0,90,1,3,0,2,2
2254,403,240,2,0,0,0,0,1,90,1,3,0,2,2
2255,403,336,2,0,0,0,0,1,90,1,3,0,2,2
2256,404,0,1,1,9,0,0,0,9,1,0.3,0,3,2
2257,404,0.083,2,0,0,906.76,6.8099,0,9,1,0.3,0,3,2
2258,404,0.5,2,0,0,441.16,6.0894,0,9,1,0.3,0,3,2
2259,404,1,2,0,0,170.41,5.1382,0,9,1,0.3,0,3,2
2260,404,2,2,0,0,38.859,3.6599,0,9,1,0.3,0,3,2
2261,404,4,2,0,0,43.342,3.7691,0,9,1,0.3,0,3,2
2262,404,24,2,0,0,15.267,2.7257,0,9,1,0.3,0,3,2
2263,404,48,2,0,0,0.88838,-0.11835,0,9,1,0.3,0,3,2
2264,404,144,2,0,0,0,0,1,9,1,0.3,0,3,2
2265,404,240,2,0,0,0,0,1,9,1,0.3,0,3,2
2266,404,336,2,0,0,0,0,1,9,1,0.3,0,3,2
2267,405,0,1,1,0.6,0,0,0,0.6,1,0.02,0,4,2
2268,405,0.083,2,0,0,657.47,6.4884,0,0.6,1,0.02,0,4,2
2269,405,0.5,2,0,0,203.89,5.3176,0,0.6,1,0.02,0,4,2
2270,405,1,2,0,0,67.222,4.208,0,0.6,1,0.02,0,4,2
2271,405,2,2,0,0,119.2,4.7808,0,0.6,1,0.02,0,4,2
2272,405,4,2,0,0,46.021,3.8291,0,0.6,1,0.02,0,4,2
2273,405,24,2,0,0,1.4165,0.34819,0,0.6,1,0.02,0,4,2
2274,405,48,2,0,0,0,0,1,0.6,1,0.02,0,4,2
2275,405,144,2,0,0,0,0,1,0.6,1,0.02,0,4,2
2276,405,240,2,0,0,0,0,1,0.6,1,0.02,0,4,2
2277,405,336,2,0,0,0,0,1,0.6,1,0.02,0,4,2
2278,406,0,2,1,9,0,0,0,9,2,3,0,2,2
2279,406,0.083,2,0,0,0,0,1,9,2,3,0,2,2
2280,406,0.5,2,0,0,0.43642,-0.82915,0,9,2,3,0,2,2
2281,406,1,2,0,0,0.89021,-0.11629,0,9,2,3,0,2,2
2282,406,2,2,0,0,0.96169,-0.039068,0,9,2,3,0,2,2
2283,406,4,2,0,0,1.044,0.043098,0,9,2,3,0,2,2
2284,406,24,2,0,0,2.0637,0.72451,0,9,2,3,0,2,2
2285,406,48,2,0,0,2.4472,0.89496,0,9,2,3,0,2,2
2286,406,144,2,0,0,0.22947,-1.472,0,9,2,3,0,2,2
2287,406,240,2,0,0,0,0,1,9,2,3,0,2,2
2288,406,336,2,0,0,0,0,1,9,2,3,0,2,2
2289,407,0,2,1,0.9,0,0,0,0.9,2,0.3,0,3,2
2290,407,0.083,2,0,0,0.21378,-1.5428,0,0.9,2,0.3,0,3,2
2291,407,0.5,2,0,0,0.65824,-0.41819,0,0.9,2,0.3,0,3,2
2292,407,1,2,0,0,1.8264,0.60236,0,0.9,2,0.3,0,3,2
2293,407,2,2,0,0,2.2947,0.83059,0,0.9,2,0.3,0,3,2
2294,407,4,2,0,0,3.0198,1.1052,0,0.9,2,0.3,0,3,2
2295,407,24,2,0,0,2.8498,1.0472,0,0.9,2,0.3,0,3,2
2296,407,48,2,0,0,0.34397,-1.0672,0,0.9,2,0.3,0,3,2
2297,407,144,2,0,0,0,0,1,0.9,2,0.3,0,3,2
2298,407,240,2,0,0,0,0,1,0.9,2,0.3,0,3,2
2299,407,336,2,0,0,0,0,1,0.9,2,0.3,0,3,2
2300,408,0,2,1,0.06,0,0,0,0.06,2,0.02,0,4,2
2301,408,0.083,2,0,0,0.46209,-0.77199,0,0.06,2,0.02,0,4,2
2302,408,0.5,2,0,0,1.234,0.21025,0,0.06,2,0.02,0,4,2
2303,408,1,2,0,0,1.1867,0.17117,0,0.06,2,0.02,0,4,2
2304,408,2,2,0,0,1.2858,0.25142,0,0.06,2,0.02,0,4,2
2305,408,4,2,0,0,2.0458,0.71578,0,0.06,2,0.02,0,4,2
2306,408,24,2,0,0,1.0519,0.050637,0,0.06,2,0.02,0,4,2
2307,408,48,2,0,0,0.15418,-1.8697,0,0.06,2,0.02,0,4,2
2308,408,144,2,0,0,0,0,1,0.06,2,0.02,0,4,2
2309,408,240,2,0,0,0,0,1,0.06,2,0.02,0,4,2
2310,408,336,2,0,0,0,0,1,0.06,2,0.02,0,4,2
2311,409,0,2,1,30,0,0,0,30,2,3,0,2,2
2312,409,0.083,2,0,0,0.73418,-0.309,0,30,2,3,0,2,2
2313,409,0.5,2,0,0,3.0608,1.1187,0,30,2,3,0,2,2
2314,409,1,2,0,0,4.3226,1.4639,0,30,2,3,0,2,2
2315,409,2,2,0,0,8.2944,2.1156,0,30,2,3,0,2,2
2316,409,4,2,0,0,9.8809,2.2906,0,30,2,3,0,2,2
2317,409,24,2,0,0,7.6918,2.0401,0,30,2,3,0,2,2
2318,409,48,2,0,0,1.6109,0.4768,0,30,2,3,0,2,2
2319,409,144,2,0,0,0,0,1,30,2,3,0,2,2
2320,409,240,2,0,0,0,0,1,30,2,3,0,2,2
2321,409,336,2,0,0,0,0,1,30,2,3,0,2,2
2322,410,0,2,1,3,0,0,0,3,2,0.3,0,3,2
2323,410,0.083,2,0,0,0.84203,-0.17194,0,3,2,0.3,0,3,2
2324,410,0.5,2,0,0,3.6193,1.2863,0,3,2,0.3,0,3,2
2325,410,1,2,0,0,3.8526,1.3487,0,3,2,0.3,0,3,2
2326,410,2,2,0,0,4.1865,1.4319,0,3,2,0.3,0,3,2
2327,410,4,2,0,0,9.6124,2.2631,0,3,2,0.3,0,3,2
2328,410,24,2,0,0,5.6933,1.7393,0,3,2,0.3,0,3,2
2329,410,48,2,0,0,2.2361,0.80474,0,3,2,0.3,0,3,2
2330,410,144,2,0,0,0,0,1,3,2,0.3,0,3,2
2331,410,240,2,0,0,0,0,1,3,2,0.3,0,3,2
2332,410,336,2,0,0,0,0,1,3,2,0.3,0,3,2
2333,411,0,2,1,0.2,0,0,0,0.2,2,0.02,0,4,2
2334,411,0.083,2,0,0,0.8726,-0.13628,0,0.2,2,0.02,0,4,2
2335,411,0.5,2,0,0,1.3158,0.27443,0,0.2,2,0.02,0,4,2
2336,411,1,2,0,0,2.4166,0.88237,0,0.2,2,0.02,0,4,2
2337,411,2,2,0,0,2.7832,1.0236,0,0.2,2,0.02,0,4,2
2338,411,4,2,0,0,2.5929,0.95279,0,0.2,2,0.02,0,4,2
2339,411,24,2,0,0,2.0223,0.70422,0,0.2,2,0.02,0,4,2
2340,411,48,2,0,0,0.90538,-0.099395,0,0.2,2,0.02,0,4,2
2341,411,144,2,0,0,0,0,1,0.2,2,0.02,0,4,2
2342,411,240,2,0,0,0,0,1,0.2,2,0.02,0,4,2
2343,411,336,2,0,0,0,0,1,0.2,2,0.02,0,4,2
2344,412,0,2,1,90,0,0,0,90,2,3,0,2,2
2345,412,0.083,2,0,0,1.7969,0.58609,0,90,2,3,0,2,2
2346,412,0.5,2,0,0,6.2195,1.8277,0,90,2,3,0,2,2
2347,412,1,2,0,0,14.322,2.6618,0,90,2,3,0,2,2
2348,412,2,2,0,0,13.833,2.6271,0,90,2,3,0,2,2
2349,412,4,2,0,0,15.217,2.7224,0,90,2,3,0,2,2
2350,412,24,2,0,0,15.34,2.7305,0,90,2,3,0,2,2
2351,412,48,2,0,0,8.2651,2.112,0,90,2,3,0,2,2
2352,412,144,2,0,0,0.30532,-1.1864,0,90,2,3,0,2,2
2353,412,240,2,0,0,0,0,1,90,2,3,0,2,2
2354,412,336,2,0,0,0,0,1,90,2,3,0,2,2
2355,413,0,2,1,9,0,0,0,9,2,0.3,0,3,2
2356,413,0.083,2,0,0,1.3009,0.26302,0,9,2,0.3,0,3,2
2357,413,0.5,2,0,0,2.267,0.81848,0,9,2,0.3,0,3,2
2358,413,1,2,0,0,10.393,2.3411,0,9,2,0.3,0,3,2
2359,413,2,2,0,0,12.325,2.5117,0,9,2,0.3,0,3,2
2360,413,4,2,0,0,15.153,2.7182,0,9,2,0.3,0,3,2
2361,413,24,2,0,0,14.24,2.6561,0,9,2,0.3,0,3,2
2362,413,48,2,0,0,3.6685,1.2998,0,9,2,0.3,0,3,2
2363,413,144,2,0,0,0,0,1,9,2,0.3,0,3,2
2364,413,240,2,0,0,0,0,1,9,2,0.3,0,3,2
2365,413,336,2,0,0,0,0,1,9,2,0.3,0,3,2
2366,414,0,2,1,0.6,0,0,0,0.6,2,0.02,0,4,2
2367,414,0.083,2,0,0,2.1613,0.77071,0,0.6,2,0.02,0,4,2
2368,414,0.5,2,0,0,6.2988,1.8404,0,0.6,2,0.02,0,4,2
2369,414,1,2,0,0,2.8847,1.0594,0,0.6,2,0.02,0,4,2
2370,414,2,2,0,0,10.56,2.357,0,0.6,2,0.02,0,4,2
2371,414,4,2,0,0,13.029,2.5672,0,0.6,2,0.02,0,4,2
